"SportName","Gender","PSAL.Program.Name","Season","League","Cost","Enrollment","Borough","DBN","PSAL.Code"
"BASKETBALL GIRLS VARSITY","Girls","John Dewey High School","W","PSAL",14033.29,2309,"Brooklyn","21K540","21506"
"DOUBLE DUTCH COED VARSITY","Coed","John Dewey High School","S","PSAL",6708.9,2309,"Brooklyn","21K540","21506"
"LACROSSE BOYS JR. VARSITY","Boys","John Dewey High School","S","PSAL",5624.82,2309,"Brooklyn","21K540","21506"
"LACROSSE BOYS VARSITY","Boys","John Dewey High School","S","PSAL",10482.77,2309,"Brooklyn","21K540","21506"
"LACROSSE GIRLS VARSITY","Girls","John Dewey High School","S","PSAL",10461.56,2309,"Brooklyn","21K540","21506"
"OUTDOOR TRACK BOYS","Boys","John Dewey High School","S","PSAL",8314,2309,"Brooklyn","21K540","21506"
"OUTDOOR TRACK GIRLS","Girls","John Dewey High School","S","PSAL",8302.65,2309,"Brooklyn","21K540","21506"
"SOCCER BOYS VARSITY","Boys","John Dewey High School","F","PSAL",9606.82,2309,"Brooklyn","21K540","21506"
"SOCCER GIRLS VARSITY","Girls","John Dewey High School","F","PSAL",9626.43,2309,"Brooklyn","21K540","21506"
"SOFTBALL GIRLS VARSITY","Girls","John Dewey High School","S","PSAL",12414.75,2309,"Brooklyn","21K540","21506"
"TABLE TENNIS BOYS VARSITY","Boys","John Dewey High School","W","PSAL",5725.6,2309,"Brooklyn","21K540","21506"
"TABLE TENNIS GIRLS VARSITY","Girls","John Dewey High School","W","PSAL",5682.89,2309,"Brooklyn","21K540","21506"
"TENNIS BOYS VARSITY","Boys","John Dewey High School","S","PSAL",5748.02,2309,"Brooklyn","21K540","21506"
"TENNIS GIRLS VARSITY","Girls","John Dewey High School","F","PSAL",5719.69,2309,"Brooklyn","21K540","21506"
"VOLLEYBALL GIRLS VARSITY","Girls","John Dewey High School","F","PSAL",7447.78,2309,"Brooklyn","21K540","21506"
"WRESTLING BOYS VARSITY","Boys","John Dewey High School","W","PSAL",9242.15,2309,"Brooklyn","21K540","21506"
"BASEBALL BOYS JR. VARSITY","Boys","John F. Kennedy Campus","S","PSAL",5522.5,399,"Bronx","10X213","10526"
"BASEBALL BOYS VARSITY","Boys","John F. Kennedy Campus","S","PSAL",12672.16,399,"Bronx","10X213","10526"
"BASKETBALL BOYS JR. VARSITY","Boys","John F. Kennedy Campus","W","PSAL",8662.79,399,"Bronx","10X213","10526"
"BASKETBALL BOYS VARSITY","Boys","John F. Kennedy Campus","W","PSAL",14011.52,399,"Bronx","10X213","10526"
"BASKETBALL GIRLS JR. VARSITY","Girls","John F. Kennedy Campus","W","PSAL",8768.04,399,"Bronx","10X213","10526"
"BASKETBALL GIRLS VARSITY","Girls","John F. Kennedy Campus","W","PSAL",14033.29,399,"Bronx","10X213","10526"
"BOWLING BOYS VARSITY","Boys","John F. Kennedy Campus","F","PSAL",5697.4,399,"Bronx","10X213","10526"
"CROSS COUNTRY BOYS","Boys","John F. Kennedy Campus","F","PSAL",6181.42,399,"Bronx","10X213","10526"
"FLAG FOOTBALL GIRLS VARSITY","Girls","John F. Kennedy Campus","S","PSAL",6744.26,399,"Bronx","10X213","10526"
"FOOTBALL BOYS JR. VARSITY","Boys","John F. Kennedy Campus","F","PSAL",11761.71,399,"Bronx","10X213","10526"
"FOOTBALL BOYS VARSITY","Boys","John F. Kennedy Campus","F","PSAL",30931.65,399,"Bronx","10X213","10526"
"GOLF COED VARSITY","Coed","John F. Kennedy Campus","S","PSAL",5777.33,399,"Bronx","10X213","10526"
"GOLF GIRLS VARSITY","Girls","John F. Kennedy Campus","F","PSAL",5858.7,399,"Bronx","10X213","10526"
"GYMNASTICS BOYS VARSITY","Boys","John F. Kennedy Campus","W","PSAL",11863.39,399,"Bronx","10X213","10526"
"GYMNASTICS GIRLS VARSITY","Girls","John F. Kennedy Campus","W","PSAL",11452.17,399,"Bronx","10X213","10526"
"HANDBALL GIRLS VARSITY","Girls","John F. Kennedy Campus","S","PSAL",5744.56,399,"Bronx","10X213","10526"
"INDOOR TRACK BOYS","Boys","John F. Kennedy Campus","W","PSAL",8950.18,399,"Bronx","10X213","10526"
"INDOOR TRACK GIRLS","Girls","John F. Kennedy Campus","W","PSAL",8936.68,399,"Bronx","10X213","10526"
"OUTDOOR TRACK BOYS","Boys","John F. Kennedy Campus","S","PSAL",8314,399,"Bronx","10X213","10526"
"OUTDOOR TRACK GIRLS","Girls","John F. Kennedy Campus","S","PSAL",8302.65,399,"Bronx","10X213","10526"
"SOCCER BOYS VARSITY","Boys","John F. Kennedy Campus","F","PSAL",9606.82,399,"Bronx","10X213","10526"
"SOCCER GIRLS VARSITY","Girls","John F. Kennedy Campus","F","PSAL",9626.43,399,"Bronx","10X213","10526"
"SOFTBALL GIRLS VARSITY","Girls","John F. Kennedy Campus","S","PSAL",12414.75,399,"Bronx","10X213","10526"
"STUNT COED VARSITY","Coed","John F. Kennedy Campus","S","PSAL",6562.93,399,"Bronx","10X213","10526"
"TENNIS GIRLS VARSITY","Girls","John F. Kennedy Campus","F","PSAL",5719.69,399,"Bronx","10X213","10526"
"VOLLEYBALL BOYS VARSITY","Boys","John F. Kennedy Campus","S","PSAL",7530.71,399,"Bronx","10X213","10526"
"VOLLEYBALL GIRLS JR. VARSITY","Girls","John F. Kennedy Campus","F","PSAL",5223.27,399,"Bronx","10X213","10526"
"VOLLEYBALL GIRLS VARSITY","Girls","John F. Kennedy Campus","F","PSAL",7447.78,399,"Bronx","10X213","10526"
"BASEBALL BOYS VARSITY","Boys","John Jay Campus","S","PSAL",12672.16,439,"Brooklyn","15K462","15498"
"BASKETBALL BOYS JR. VARSITY","Boys","John Jay Campus","W","PSAL",8662.79,439,"Brooklyn","15K462","15498"
"BASKETBALL BOYS VARSITY","Boys","John Jay Campus","W","PSAL",14011.52,439,"Brooklyn","15K462","15498"
"BASKETBALL GIRLS VARSITY","Girls","John Jay Campus","W","PSAL",14033.29,439,"Brooklyn","15K462","15498"
"CROSS COUNTRY GIRLS","Girls","John Jay Campus","F","PSAL",6161.29,439,"Brooklyn","15K462","15498"
"FLAG FOOTBALL GIRLS VARSITY","Girls","John Jay Campus","S","PSAL",6744.26,439,"Brooklyn","15K462","15498"
"INDOOR TRACK BOYS","Boys","John Jay Campus","W","PSAL",8950.18,439,"Brooklyn","15K462","15498"
"INDOOR TRACK GIRLS","Girls","John Jay Campus","W","PSAL",8936.68,439,"Brooklyn","15K462","15498"
"OUTDOOR TRACK BOYS","Boys","John Jay Campus","S","PSAL",8314,439,"Brooklyn","15K462","15498"
"OUTDOOR TRACK GIRLS","Girls","John Jay Campus","S","PSAL",8302.65,439,"Brooklyn","15K462","15498"
"SOFTBALL GIRLS VARSITY","Girls","John Jay Campus","S","PSAL",12414.75,439,"Brooklyn","15K462","15498"
"SWIMMING BOYS VARSITY","Boys","John Jay Campus","W","PSAL",8865.73,439,"Brooklyn","15K462","15498"
"SWIMMING GIRLS VARSITY","Girls","John Jay Campus","F","PSAL",8847.91,439,"Brooklyn","15K462","15498"
"VOLLEYBALL BOYS VARSITY","Boys","John Jay Campus","S","PSAL",7530.71,439,"Brooklyn","15K462","15498"
"VOLLEYBALL GIRLS VARSITY","Girls","John Jay Campus","F","PSAL",7447.78,439,"Brooklyn","15K462","15498"
"BASEBALL BOYS VARSITY","Boys","Juan Morel Campos Secondary School","S","PSAL",12672.16,534,"Brooklyn","14K071","14071"
"BASKETBALL BOYS VARSITY","Boys","Juan Morel Campos Secondary School","W","PSAL",14011.52,534,"Brooklyn","14K071","14071"
"BASKETBALL GIRLS VARSITY","Girls","Juan Morel Campos Secondary School","W","PSAL",14033.29,534,"Brooklyn","14K071","14071"
"HANDBALL BOYS VARSITY","Boys","Juan Morel Campos Secondary School","S","PSAL",5700.79,534,"Brooklyn","14K071","14071"
"SOFTBALL GIRLS VARSITY","Girls","Juan Morel Campos Secondary School","S","PSAL",12414.75,534,"Brooklyn","14K071","14071"
"BASKETBALL BOYS VARSITY","Boys","Julia Richman Education Complex","W","PSAL",14011.52,446,"Manhattan","02M449","02513"
"BASKETBALL GIRLS VARSITY","Girls","Julia Richman Education Complex","W","PSAL",14033.29,446,"Manhattan","02M449","02513"
"SOCCER BOYS VARSITY","Boys","Julia Richman Education Complex","F","PSAL",9606.82,446,"Manhattan","02M449","02513"
"SOCCER GIRLS VARSITY","Girls","Julia Richman Education Complex","F","PSAL",9626.43,446,"Manhattan","02M449","02513"
"VOLLEYBALL BOYS VARSITY","Boys","Julia Richman Education Complex","S","PSAL",7530.71,446,"Manhattan","02M449","02513"
"VOLLEYBALL GIRLS VARSITY","Girls","Julia Richman Education Complex","F","PSAL",7447.78,446,"Manhattan","02M449","02513"
"BASEBALL BOYS VARSITY","Boys","KIPP NYC College Prep","S","SSAL",2657.01,900,"Brooklyn","84K357","05858"
"BASKETBALL BOYS JR. VARSITY","Boys","KIPP NYC College Prep","W","PSAL",8662.79,900,"Brooklyn","84K357","05858"
"BASKETBALL BOYS VARSITY","Boys","KIPP NYC College Prep","W","PSAL",14011.52,900,"Brooklyn","84K357","05858"
"BASKETBALL GIRLS VARSITY","Girls","KIPP NYC College Prep","W","PSAL",14033.29,900,"Brooklyn","84K357","05858"
"FOOTBALL BOYS JR. VARSITY","Boys","KIPP NYC College Prep","F","PSAL",11761.71,900,"Brooklyn","84K357","05858"
"FOOTBALL BOYS VARSITY","Boys","KIPP NYC College Prep","F","PSAL",30931.65,900,"Brooklyn","84K357","05858"
"LACROSSE GIRLS VARSITY","Girls","KIPP NYC College Prep","S","PSAL",10461.56,900,"Brooklyn","84K357","05858"
"RUGBY BOYS VARSITY","Boys","KIPP NYC College Prep","S","PSAL",7313.36,900,"Brooklyn","84K357","05858"
"RUGBY GIRLS VARSITY","Girls","KIPP NYC College Prep","S","PSAL",7132.98,900,"Brooklyn","84K357","05858"
"SOCCER GIRLS VARSITY","Girls","KIPP NYC College Prep","F","PSAL",9626.43,900,"Brooklyn","84K357","05858"
"SOFTBALL GIRLS VARSITY","Girls","KIPP NYC College Prep","S","PSAL",12414.75,900,"Brooklyn","84K357","05858"
"VOLLEYBALL GIRLS VARSITY","Girls","KIPP NYC College Prep","F","PSAL",7447.78,900,"Brooklyn","84K357","05858"
"WRESTLING BOYS VARSITY","Boys","KIPP NYC College Prep","W","PSAL",9242.15,900,"Brooklyn","84K357","05858"
"BASEBALL BOYS VARSITY","Boys","Lab Museum United","S","PSAL",12672.16,498,"Manhattan","02M412","02465"
"BASKETBALL BOYS VARSITY","Boys","Lab Museum United","W","PSAL",14011.52,498,"Manhattan","02M412","02465"
"BASKETBALL GIRLS VARSITY","Girls","Lab Museum United","W","PSAL",14033.29,498,"Manhattan","02M412","02465"
"CROSS COUNTRY BOYS","Boys","Lab Museum United","F","PSAL",6181.42,498,"Manhattan","02M412","02465"
"CROSS COUNTRY GIRLS","Girls","Lab Museum United","F","PSAL",6161.29,498,"Manhattan","02M412","02465"
"FLAG FOOTBALL GIRLS VARSITY","Girls","Lab Museum United","S","PSAL",6744.26,498,"Manhattan","02M412","02465"
"GOLF COED VARSITY","Coed","Lab Museum United","S","PSAL",5777.33,498,"Manhattan","02M412","02465"
"GOLF GIRLS VARSITY","Girls","Lab Museum United","F","PSAL",5858.7,498,"Manhattan","02M412","02465"
"INDOOR TRACK BOYS","Boys","Lab Museum United","W","PSAL",8950.18,498,"Manhattan","02M412","02465"
"INDOOR TRACK GIRLS","Girls","Lab Museum United","W","PSAL",8936.68,498,"Manhattan","02M412","02465"
"SOCCER BOYS VARSITY","Boys","Lab Museum United","F","PSAL",9606.82,498,"Manhattan","02M412","02465"
"SOCCER GIRLS VARSITY","Girls","Lab Museum United","F","PSAL",9626.43,498,"Manhattan","02M412","02465"
"SOFTBALL GIRLS VARSITY","Girls","Lab Museum United","S","PSAL",12414.75,498,"Manhattan","02M412","02465"
"TENNIS GIRLS VARSITY","Girls","Lab Museum United","F","PSAL",5719.69,498,"Manhattan","02M412","02465"
"VOLLEYBALL GIRLS VARSITY","Girls","Lab Museum United","F","PSAL",7447.78,498,"Manhattan","02M412","02465"
"BADMINTON GIRLS VARSITY","Girls","Lafayette Educational Complex","S","PSAL",5819.87,337,"Brooklyn","21K337","21531"
"BASEBALL BOYS VARSITY","Boys","Lafayette Educational Complex","S","PSAL",12672.16,337,"Brooklyn","21K337","21531"
"BASKETBALL BOYS JR. VARSITY","Boys","Lafayette Educational Complex","W","PSAL",8662.79,337,"Brooklyn","21K337","21531"
"BASKETBALL BOYS VARSITY","Boys","Lafayette Educational Complex","W","PSAL",14011.52,337,"Brooklyn","21K337","21531"
"BASKETBALL GIRLS VARSITY","Girls","Lafayette Educational Complex","W","PSAL",14033.29,337,"Brooklyn","21K337","21531"
"BOWLING BOYS VARSITY","Boys","Lafayette Educational Complex","F","PSAL",5697.4,337,"Brooklyn","21K337","21531"
"BOWLING GIRLS VARSITY","Girls","Lafayette Educational Complex","F","PSAL",5710.03,337,"Brooklyn","21K337","21531"
"CRICKET COED VARSITY","Coed","Lafayette Educational Complex","S","PSAL",8765.35,337,"Brooklyn","21K337","21531"
"CROSS COUNTRY BOYS","Boys","Lafayette Educational Complex","F","PSAL",6181.42,337,"Brooklyn","21K337","21531"
"CROSS COUNTRY GIRLS","Girls","Lafayette Educational Complex","F","PSAL",6161.29,337,"Brooklyn","21K337","21531"
"FLAG FOOTBALL GIRLS VARSITY","Girls","Lafayette Educational Complex","S","PSAL",6744.26,337,"Brooklyn","21K337","21531"
"FOOTBALL BOYS JR. VARSITY","Boys","Lafayette Educational Complex","F","PSAL",11761.71,337,"Brooklyn","21K337","21531"
"FOOTBALL BOYS VARSITY","Boys","Lafayette Educational Complex","F","PSAL",30931.65,337,"Brooklyn","21K337","21531"
"HANDBALL BOYS VARSITY","Boys","Lafayette Educational Complex","S","PSAL",5700.79,337,"Brooklyn","21K337","21531"
"INDOOR TRACK BOYS","Boys","Lafayette Educational Complex","W","PSAL",8950.18,337,"Brooklyn","21K337","21531"
"INDOOR TRACK GIRLS","Girls","Lafayette Educational Complex","W","PSAL",8936.68,337,"Brooklyn","21K337","21531"
"OUTDOOR TRACK BOYS","Boys","Lafayette Educational Complex","S","PSAL",8314,337,"Brooklyn","21K337","21531"
"OUTDOOR TRACK GIRLS","Girls","Lafayette Educational Complex","S","PSAL",8302.65,337,"Brooklyn","21K337","21531"
"SOCCER BOYS VARSITY","Boys","Lafayette Educational Complex","F","PSAL",9606.82,337,"Brooklyn","21K337","21531"
"SOCCER GIRLS VARSITY","Girls","Lafayette Educational Complex","F","PSAL",9626.43,337,"Brooklyn","21K337","21531"
"SOFTBALL GIRLS VARSITY","Girls","Lafayette Educational Complex","S","PSAL",12414.75,337,"Brooklyn","21K337","21531"
"TABLE TENNIS BOYS VARSITY","Boys","Lafayette Educational Complex","W","PSAL",5725.6,337,"Brooklyn","21K337","21531"
"TABLE TENNIS GIRLS VARSITY","Girls","Lafayette Educational Complex","W","PSAL",5682.89,337,"Brooklyn","21K337","21531"
"TENNIS BOYS VARSITY","Boys","Lafayette Educational Complex","S","PSAL",5748.02,337,"Brooklyn","21K337","21531"
"VOLLEYBALL BOYS VARSITY","Boys","Lafayette Educational Complex","S","PSAL",7530.71,337,"Brooklyn","21K337","21531"
"VOLLEYBALL GIRLS VARSITY","Girls","Lafayette Educational Complex","F","PSAL",7447.78,337,"Brooklyn","21K337","21531"
"WRESTLING BOYS VARSITY","Boys","Lafayette Educational Complex","W","PSAL",9242.15,337,"Brooklyn","21K337","21531"
"BASEBALL BOYS JR. VARSITY","Boys","Lehman Campus","S","PSAL",5522.5,465,"Bronx","08X293","08524"
"BASEBALL BOYS VARSITY","Boys","Lehman Campus","S","PSAL",12672.16,465,"Bronx","08X293","08524"
"BASKETBALL BOYS JR. VARSITY","Boys","Lehman Campus","W","PSAL",8662.79,465,"Bronx","08X293","08524"
"BASKETBALL BOYS VARSITY","Boys","Lehman Campus","W","PSAL",14011.52,465,"Bronx","08X293","08524"
"BASKETBALL GIRLS VARSITY","Girls","Lehman Campus","W","PSAL",14033.29,465,"Bronx","08X293","08524"
"BOWLING GIRLS VARSITY","Girls","Lehman Campus","F","PSAL",5710.03,465,"Bronx","08X293","08524"
"CRICKET COED VARSITY","Coed","Lehman Campus","S","PSAL",8765.35,465,"Bronx","08X293","08524"
"CROSS COUNTRY GIRLS","Girls","Lehman Campus","F","PSAL",6161.29,465,"Bronx","08X293","08524"
"FLAG FOOTBALL GIRLS VARSITY","Girls","Lehman Campus","S","PSAL",6744.26,465,"Bronx","08X293","08524"
"FOOTBALL BOYS JR. VARSITY","Boys","Lehman Campus","F","PSAL",11761.71,465,"Bronx","08X293","08524"
"FOOTBALL BOYS VARSITY","Boys","Lehman Campus","F","PSAL",30931.65,465,"Bronx","08X293","08524"
"INDOOR TRACK BOYS","Boys","Lehman Campus","W","PSAL",8950.18,465,"Bronx","08X293","08524"
"INDOOR TRACK GIRLS","Girls","Lehman Campus","W","PSAL",8936.68,465,"Bronx","08X293","08524"
"LACROSSE BOYS VARSITY","Boys","Lehman Campus","S","PSAL",10482.77,465,"Bronx","08X293","08524"
"LACROSSE GIRLS VARSITY","Girls","Lehman Campus","S","PSAL",10461.56,465,"Bronx","08X293","08524"
"OUTDOOR TRACK BOYS","Boys","Lehman Campus","S","PSAL",8314,465,"Bronx","08X293","08524"
"OUTDOOR TRACK GIRLS","Girls","Lehman Campus","S","PSAL",8302.65,465,"Bronx","08X293","08524"
"RUGBY BOYS VARSITY","Boys","Lehman Campus","S","PSAL",7313.36,465,"Bronx","08X293","08524"
"SOCCER BOYS VARSITY","Boys","Lehman Campus","F","PSAL",9606.82,465,"Bronx","08X293","08524"
"SOCCER GIRLS VARSITY","Girls","Lehman Campus","F","PSAL",9626.43,465,"Bronx","08X293","08524"
"SOFTBALL GIRLS JR. VARSITY","Girls","Lehman Campus","S","PSAL",6786.62,465,"Bronx","08X293","08524"
"SOFTBALL GIRLS VARSITY","Girls","Lehman Campus","S","PSAL",12414.75,465,"Bronx","08X293","08524"
"STUNT COED VARSITY","Coed","Lehman Campus","S","PSAL",6562.93,465,"Bronx","08X293","08524"
"TENNIS BOYS VARSITY","Boys","Lehman Campus","S","PSAL",5748.02,465,"Bronx","08X293","08524"
"TENNIS GIRLS VARSITY","Girls","Lehman Campus","F","PSAL",5719.69,465,"Bronx","08X293","08524"
"VOLLEYBALL GIRLS JR. VARSITY","Girls","Lehman Campus","F","PSAL",5223.27,465,"Bronx","08X293","08524"
"VOLLEYBALL GIRLS VARSITY","Girls","Lehman Campus","F","PSAL",7447.78,465,"Bronx","08X293","08524"
"WRESTLING BOYS VARSITY","Boys","Lehman Campus","W","PSAL",9242.15,465,"Bronx","08X293","08524"
"BASKETBALL BOYS VARSITY","Boys","Leon M Goldstein  HS for Science","W","PSAL",14011.52,1011,"Brooklyn","22K535","22350"
"BASKETBALL GIRLS VARSITY","Girls","Leon M Goldstein  HS for Science","W","PSAL",14033.29,1011,"Brooklyn","22K535","22350"
"BOWLING BOYS VARSITY","Boys","Leon M Goldstein  HS for Science","F","PSAL",5697.4,1011,"Brooklyn","22K535","22350"
"BOWLING GIRLS VARSITY","Girls","Leon M Goldstein  HS for Science","F","PSAL",5710.03,1011,"Brooklyn","22K535","22350"
"FLAG FOOTBALL GIRLS VARSITY","Girls","Leon M Goldstein  HS for Science","S","PSAL",6744.26,1011,"Brooklyn","22K535","22350"
"GOLF COED VARSITY","Coed","Leon M Goldstein  HS for Science","S","PSAL",5777.33,1011,"Brooklyn","22K535","22350"
"HANDBALL BOYS VARSITY","Boys","Leon M Goldstein  HS for Science","S","PSAL",5700.79,1011,"Brooklyn","22K535","22350"
"SOCCER BOYS VARSITY","Boys","Leon M Goldstein  HS for Science","F","PSAL",9606.82,1011,"Brooklyn","22K535","22350"
"SOCCER GIRLS VARSITY","Girls","Leon M Goldstein  HS for Science","F","PSAL",9626.43,1011,"Brooklyn","22K535","22350"
"SWIMMING BOYS VARSITY","Boys","Leon M Goldstein  HS for Science","W","PSAL",8865.73,1011,"Brooklyn","22K535","22350"
"SWIMMING GIRLS VARSITY","Girls","Leon M Goldstein  HS for Science","F","PSAL",8847.91,1011,"Brooklyn","22K535","22350"
"TENNIS BOYS VARSITY","Boys","Leon M Goldstein  HS for Science","S","PSAL",5748.02,1011,"Brooklyn","22K535","22350"
"TENNIS GIRLS VARSITY","Girls","Leon M Goldstein  HS for Science","F","PSAL",5719.69,1011,"Brooklyn","22K535","22350"
"VOLLEYBALL GIRLS VARSITY","Girls","Leon M Goldstein  HS for Science","F","PSAL",7447.78,1011,"Brooklyn","22K535","22350"
"WRESTLING BOYS VARSITY","Boys","Leon M Goldstein  HS for Science","W","PSAL",9242.15,1011,"Brooklyn","22K535","22350"
"BASKETBALL BOYS MULTIPLE PATHWAYS LEAGUE","Boys","Liberation Diploma Plus HS","W","MPL",10083.6,225,"Brooklyn","21K728","21728"
"BASEBALL BOYS MULTIPLE PATHWAYS LEAGUE","Boys","Liberty High School Academy for Newcomers","F","MPL",8514.84,427,"Manhattan","02M550","02507"
"BASKETBALL BOYS MULTIPLE PATHWAYS LEAGUE","Boys","Liberty High School Academy for Newcomers","W","MPL",10083.6,427,"Manhattan","02M550","02507"
"SOCCER BOYS MULTIPLE PATHWAYS LEAGUE","Boys","Liberty High School Academy for Newcomers","S","MPL",7276.07,427,"Manhattan","02M550","02507"
"VOLLEYBALL GIRLS MULTIPLE PATHWAYS LEAGUE","Girls","Liberty High School Academy for Newcomers","F","MPL",6493.59,427,"Manhattan","02M550","02507"
"BASEBALL BOYS VARSITY","Boys","Life Sciences Secondary","S","PSAL",12672.16,574,"Manhattan","02M655","02647"
"BASKETBALL BOYS VARSITY","Boys","Life Sciences Secondary","W","PSAL",14011.52,574,"Manhattan","02M655","02647"
"SOCCER BOYS VARSITY","Boys","Life Sciences Secondary","F","SSAL",9606.82,574,"Manhattan","02M655","02647"
"SOCCER GIRLS VARSITY","Girls","Life Sciences Secondary","F","SSAL",9626.43,574,"Manhattan","02M655","02647"
"SOFTBALL GIRLS VARSITY","Girls","Life Sciences Secondary","S","PSAL",12414.75,574,"Manhattan","02M655","02647"
"VOLLEYBALL GIRLS VARSITY","Girls","Life Sciences Secondary","F","SSAL",7447.78,574,"Manhattan","02M655","02647"
"BASEBALL BOYS JR. VARSITY","Boys","Long Island City","S","PSAL",5522.5,2256,"Queens","30Q450","30523"
"BASEBALL BOYS VARSITY","Boys","Long Island City","S","PSAL",12672.16,2256,"Queens","30Q450","30523"
"BASKETBALL BOYS VARSITY","Boys","Long Island City","W","PSAL",14011.52,2256,"Queens","30Q450","30523"
"BASKETBALL GIRLS VARSITY","Girls","Long Island City","W","PSAL",14033.29,2256,"Queens","30Q450","30523"
"BOWLING BOYS VARSITY","Boys","Long Island City","F","PSAL",5697.4,2256,"Queens","30Q450","30523"
"BOWLING GIRLS VARSITY","Girls","Long Island City","F","PSAL",5710.03,2256,"Queens","30Q450","30523"
"CRICKET COED VARSITY","Coed","Long Island City","S","PSAL",8765.35,2256,"Queens","30Q450","30523"
"CROSS COUNTRY BOYS","Boys","Long Island City","F","PSAL",6181.42,2256,"Queens","30Q450","30523"
"CROSS COUNTRY GIRLS","Girls","Long Island City","F","PSAL",6161.29,2256,"Queens","30Q450","30523"
"FENCING BOYS VARSITY","Boys","Long Island City","F","PSAL",6283.4,2256,"Queens","30Q450","30523"
"FENCING GIRLS VARSITY","Girls","Long Island City","S","PSAL",6315.37,2256,"Queens","30Q450","30523"
"FOOTBALL BOYS VARSITY","Boys","Long Island City","F","PSAL",30931.65,2256,"Queens","30Q450","30523"
"GOLF COED VARSITY","Coed","Long Island City","S","PSAL",5777.33,2256,"Queens","30Q450","30523"
"GOLF GIRLS VARSITY","Girls","Long Island City","F","PSAL",5858.7,2256,"Queens","30Q450","30523"
"GYMNASTICS BOYS VARSITY","Boys","Long Island City","W","PSAL",11863.39,2256,"Queens","30Q450","30523"
"GYMNASTICS GIRLS VARSITY","Girls","Long Island City","W","PSAL",11452.17,2256,"Queens","30Q450","30523"
"HANDBALL BOYS VARSITY","Boys","Long Island City","S","PSAL",5700.79,2256,"Queens","30Q450","30523"
"HANDBALL GIRLS VARSITY","Girls","Long Island City","S","PSAL",5744.56,2256,"Queens","30Q450","30523"
"LACROSSE BOYS VARSITY","Boys","Long Island City","S","PSAL",10482.77,2256,"Queens","30Q450","30523"
"LACROSSE GIRLS VARSITY","Girls","Long Island City","S","PSAL",10461.56,2256,"Queens","30Q450","30523"
"SOCCER BOYS VARSITY","Boys","Long Island City","F","PSAL",9606.82,2256,"Queens","30Q450","30523"
"SOCCER GIRLS VARSITY","Girls","Long Island City","F","PSAL",9626.43,2256,"Queens","30Q450","30523"
"SOFTBALL GIRLS VARSITY","Girls","Long Island City","S","PSAL",12414.75,2256,"Queens","30Q450","30523"
"SWIMMING BOYS VARSITY","Boys","Long Island City","W","PSAL",8865.73,2256,"Queens","30Q450","30523"
"SWIMMING GIRLS VARSITY","Girls","Long Island City","F","PSAL",8847.91,2256,"Queens","30Q450","30523"
"TENNIS BOYS VARSITY","Boys","Long Island City","S","PSAL",5748.02,2256,"Queens","30Q450","30523"
"TENNIS GIRLS VARSITY","Girls","Long Island City","F","PSAL",5719.69,2256,"Queens","30Q450","30523"
"VOLLEYBALL BOYS VARSITY","Boys","Long Island City","S","PSAL",7530.71,2256,"Queens","30Q450","30523"
"VOLLEYBALL GIRLS JR. VARSITY","Girls","Long Island City","F","PSAL",5223.27,2256,"Queens","30Q450","30523"
"VOLLEYBALL GIRLS VARSITY","Girls","Long Island City","F","PSAL",7447.78,2256,"Queens","30Q450","30523"
"WRESTLING BOYS VARSITY","Boys","Long Island City","W","PSAL",9242.15,2256,"Queens","30Q450","30523"
"BASEBALL BOYS JR. VARSITY","Boys","Louis Brandeis","S","PSAL",5522.5,311,"Manhattan","03M402","03515"
"BASEBALL BOYS VARSITY","Boys","Louis Brandeis","S","PSAL",12672.16,311,"Manhattan","03M402","03515"
"BASKETBALL BOYS JR. VARSITY","Boys","Louis Brandeis","W","PSAL",8662.79,311,"Manhattan","03M402","03515"
"BASKETBALL BOYS VARSITY","Boys","Louis Brandeis","W","PSAL",14011.52,311,"Manhattan","03M402","03515"
"BASKETBALL GIRLS VARSITY","Girls","Louis Brandeis","W","PSAL",14033.29,311,"Manhattan","03M402","03515"
"BOWLING BOYS VARSITY","Boys","Louis Brandeis","F","PSAL",5697.4,311,"Manhattan","03M402","03515"
"BOWLING GIRLS VARSITY","Girls","Louis Brandeis","F","PSAL",5710.03,311,"Manhattan","03M402","03515"
"SOCCER BOYS VARSITY","Boys","Louis Brandeis","F","PSAL",9606.82,311,"Manhattan","03M402","03515"
"SOCCER GIRLS VARSITY","Girls","Louis Brandeis","F","PSAL",9626.43,311,"Manhattan","03M402","03515"
"SOFTBALL GIRLS VARSITY","Girls","Louis Brandeis","S","PSAL",12414.75,311,"Manhattan","03M402","03515"
"TENNIS GIRLS VARSITY","Girls","Louis Brandeis","F","PSAL",5719.69,311,"Manhattan","03M402","03515"
"VOLLEYBALL BOYS VARSITY","Boys","Louis Brandeis","S","PSAL",7530.71,311,"Manhattan","03M402","03515"
"VOLLEYBALL GIRLS VARSITY","Girls","Louis Brandeis","F","PSAL",7447.78,311,"Manhattan","03M402","03515"
"BASKETBALL BOYS MULTIPLE PATHWAYS LEAGUE","Boys","Lower East Side Prep","W","MPL",10083.6,557,"Manhattan","01M515","01854"
"OUTDOOR TRACK COED MULTIPLE PATHWAYS LEAGUE","Coed","Lower East Side Prep","S","MPL",6782.17,557,"Manhattan","01M515","01854"
