"SportName","Gender","PSAL.Program.Name","Season","League","Cost","Enrollment","Borough","DBN","PSAL.Code"
"SOCCER GIRLS VARSITY","Girls","Dewitt Clinton","F","PSAL",9626.43,553,"Bronx","10X351","10505"
"SOFTBALL GIRLS JR. VARSITY","Girls","Dewitt Clinton","S","PSAL",6786.62,553,"Bronx","10X351","10505"
"SOFTBALL GIRLS VARSITY","Girls","Dewitt Clinton","S","PSAL",12414.75,553,"Bronx","10X351","10505"
"SWIMMING BOYS VARSITY","Boys","Dewitt Clinton","W","PSAL",8865.73,553,"Bronx","10X351","10505"
"SWIMMING GIRLS VARSITY","Girls","Dewitt Clinton","F","PSAL",8847.91,553,"Bronx","10X351","10505"
"TENNIS BOYS VARSITY","Boys","Dewitt Clinton","S","PSAL",5748.02,553,"Bronx","10X351","10505"
"TENNIS GIRLS VARSITY","Girls","Dewitt Clinton","F","PSAL",5719.69,553,"Bronx","10X351","10505"
"VOLLEYBALL BOYS VARSITY","Boys","Dewitt Clinton","S","PSAL",7530.71,553,"Bronx","10X351","10505"
"VOLLEYBALL GIRLS VARSITY","Girls","Dewitt Clinton","F","PSAL",7447.78,553,"Bronx","10X351","10505"
"WRESTLING BOYS VARSITY","Boys","Dewitt Clinton","W","PSAL",9242.15,553,"Bronx","10X351","10505"
"BADMINTON BOYS VARSITY","Boys","Dr. Susan S. Mckinney School of Art","F","PSAL",5965.74,370,"Brooklyn","13K265","13866"
"BASKETBALL BOYS VARSITY","Boys","Dr. Susan S. Mckinney School of Art","W","PSAL",14011.52,370,"Brooklyn","13K265","13866"
"BASKETBALL GIRLS VARSITY","Girls","Dr. Susan S. Mckinney School of Art","W","PSAL",14033.29,370,"Brooklyn","13K265","13866"
"CROSS COUNTRY BOYS","Boys","Dr. Susan S. Mckinney School of Art","F","PSAL",6181.42,370,"Brooklyn","13K265","13866"
"CROSS COUNTRY GIRLS","Girls","Dr. Susan S. Mckinney School of Art","F","SSAL",6161.29,370,"Brooklyn","13K265","13866"
"DOUBLE DUTCH COED VARSITY","Coed","Dr. Susan S. Mckinney School of Art","S","PSAL",6708.9,370,"Brooklyn","13K265","13866"
"STUNT COED VARSITY","Coed","Dr. Susan S. Mckinney School of Art","S","PSAL",6562.93,370,"Brooklyn","13K265","13866"
"BASEBALL BOYS VARSITY","Boys","Eagle Academy For Young Men","S","SSAL",12672.16,511,"Bronx","09X231","09458"
"BASKETBALL BOYS JR. VARSITY","Boys","Eagle Academy For Young Men","W","PSAL",8662.79,511,"Bronx","09X231","09458"
"BASKETBALL BOYS VARSITY","Boys","Eagle Academy For Young Men","W","PSAL",14011.52,511,"Bronx","09X231","09458"
"WRESTLING BOYS VARSITY","Boys","Eagle Academy For Young Men","W","PSAL",9242.15,511,"Bronx","09X231","09458"
"BASKETBALL BOYS JR. VARSITY","Boys","Eagle Academy For Young Men II","W","SSAL",8662.79,647,"Brooklyn","23K644","23644"
"BASKETBALL BOYS VARSITY","Boys","Eagle Academy For Young Men II","W","PSAL",14011.52,647,"Brooklyn","23K644","23644"
"FOOTBALL BOYS JR. VARSITY","Boys","Eagle Academy For Young Men II","F","PSAL",11761.71,647,"Brooklyn","23K644","23644"
"FOOTBALL BOYS VARSITY","Boys","Eagle Academy For Young Men II","F","SSAL",30931.65,647,"Brooklyn","23K644","23644"
"LACROSSE BOYS VARSITY","Boys","Eagle Academy For Young Men II","S","PSAL",10482.77,647,"Brooklyn","23K644","23644"
"BASKETBALL BOYS VARSITY","Boys","Eagle Academy for Young Men III","W","SSAL",14011.52,531,"Queens","29Q327","29569"
"FOOTBALL BOYS JR. VARSITY","Boys","Eagle Academy for Young Men III","F","SSAL",11761.71,531,"Queens","29Q327","29569"
"FOOTBALL BOYS VARSITY","Boys","Eagle Academy for Young Men III","F","PSAL",30931.65,531,"Queens","29Q327","29569"
"BASKETBALL BOYS MULTIPLE PATHWAYS LEAGUE","Boys","East Brooklyn Community High School","W","MPL",10083.6,192,"Brooklyn","18K673","18673"
"BASEBALL BOYS VARSITY","Boys","East Harlem Pride","S","PSAL",12672.16,354,"Manhattan","03M860","04565"
"BASKETBALL BOYS VARSITY","Boys","East Harlem Pride","W","PSAL",14011.52,354,"Manhattan","03M860","04565"
"BASKETBALL GIRLS VARSITY","Girls","East Harlem Pride","W","PSAL",14033.29,354,"Manhattan","03M860","04565"
"BOWLING BOYS VARSITY","Boys","East Harlem Pride","F","PSAL",5697.4,354,"Manhattan","03M860","04565"
"FLAG FOOTBALL GIRLS VARSITY","Girls","East Harlem Pride","S","PSAL",6744.26,354,"Manhattan","03M860","04565"
"FOOTBALL BOYS JR. VARSITY","Boys","East Harlem Pride","F","PSAL",11761.71,354,"Manhattan","03M860","04565"
"FOOTBALL BOYS VARSITY","Boys","East Harlem Pride","F","PSAL",30931.65,354,"Manhattan","03M860","04565"
"GOLF GIRLS VARSITY","Girls","East Harlem Pride","F","PSAL",5858.7,354,"Manhattan","03M860","04565"
"OUTDOOR TRACK BOYS","Boys","East Harlem Pride","S","PSAL",8314,354,"Manhattan","03M860","04565"
"OUTDOOR TRACK GIRLS","Girls","East Harlem Pride","S","PSAL",8302.65,354,"Manhattan","03M860","04565"
"SOCCER BOYS VARSITY","Boys","East Harlem Pride","F","PSAL",9606.82,354,"Manhattan","03M860","04565"
"SOCCER GIRLS VARSITY","Girls","East Harlem Pride","F","PSAL",9626.43,354,"Manhattan","03M860","04565"
"SOFTBALL GIRLS VARSITY","Girls","East Harlem Pride","S","PSAL",12414.75,354,"Manhattan","03M860","04565"
"VOLLEYBALL BOYS VARSITY","Boys","East Harlem Pride","S","PSAL",7530.71,354,"Manhattan","03M860","04565"
"VOLLEYBALL GIRLS VARSITY","Girls","East Harlem Pride","F","PSAL",7447.78,354,"Manhattan","03M860","04565"
"WRESTLING BOYS VARSITY","Boys","East Harlem Pride","W","PSAL",9242.15,354,"Manhattan","03M860","04565"
"BASKETBALL BOYS JR. VARSITY","Boys","East New York Family Academy","W","PSAL",8662.79,496,"Brooklyn","19K409","19471"
"BASKETBALL BOYS VARSITY","Boys","East New York Family Academy","W","PSAL",14011.52,496,"Brooklyn","19K409","19471"
"BASKETBALL GIRLS VARSITY","Girls","East New York Family Academy","W","PSAL",14033.29,496,"Brooklyn","19K409","19471"
"OUTDOOR TRACK GIRLS","Girls","East New York Family Academy","S","PSAL",8302.65,496,"Brooklyn","19K409","19471"
"SOFTBALL GIRLS VARSITY","Girls","East New York Family Academy","S","PSAL",12414.75,496,"Brooklyn","19K409","19471"
"TENNIS GIRLS VARSITY","Girls","East New York Family Academy","F","PSAL",5719.69,496,"Brooklyn","19K409","19471"
"VOLLEYBALL BOYS VARSITY","Boys","East New York Family Academy","S","PSAL",7530.71,496,"Brooklyn","19K409","19471"
"VOLLEYBALL GIRLS VARSITY","Girls","East New York Family Academy","F","PSAL",7447.78,496,"Brooklyn","19K409","19471"
"BASEBALL BOYS VARSITY","Boys","East Side Community","S","PSAL",12672.16,683,"Manhattan","01M450","01420"
"BASKETBALL BOYS JR. VARSITY","Boys","East Side Community","W","PSAL",8662.79,683,"Manhattan","01M450","01420"
"BASKETBALL BOYS VARSITY","Boys","East Side Community","W","PSAL",14011.52,683,"Manhattan","01M450","01420"
"BASKETBALL GIRLS VARSITY","Girls","East Side Community","W","PSAL",14033.29,683,"Manhattan","01M450","01420"
"SOCCER BOYS VARSITY","Boys","East Side Community","F","SSAL",9606.82,683,"Manhattan","01M450","01420"
"SOCCER GIRLS VARSITY","Girls","East Side Community","F","SSAL",9626.43,683,"Manhattan","01M450","01420"
"SOFTBALL GIRLS VARSITY","Girls","East Side Community","S","PSAL",12414.75,683,"Manhattan","01M450","01420"
"VOLLEYBALL GIRLS VARSITY","Girls","East Side Community","F","SSAL",7447.78,683,"Manhattan","01M450","01420"
"BASKETBALL BOYS VARSITY","Boys","East-West School  of International Studies","W","SSAL",14011.52,649,"Queens","25Q281","25281"
"VOLLEYBALL GIRLS VARSITY","Girls","East-West School  of International Studies","F","SSAL",5379.48,649,"Queens","25Q281","25281"
"BASEBALL BOYS VARSITY","Boys","EBC/Bushwick Leaders","S","PSAL",12672.16,498,"Brooklyn","32K545","32300"
"BASKETBALL BOYS VARSITY","Boys","EBC/Bushwick Leaders","W","PSAL",14011.52,498,"Brooklyn","32K545","32300"
"BASKETBALL GIRLS VARSITY","Girls","EBC/Bushwick Leaders","W","PSAL",14033.29,498,"Brooklyn","32K545","32300"
"SOCCER BOYS VARSITY","Boys","EBC/Bushwick Leaders","F","PSAL",9606.82,498,"Brooklyn","32K545","32300"
"SOFTBALL GIRLS VARSITY","Girls","EBC/Bushwick Leaders","S","PSAL",12414.75,498,"Brooklyn","32K545","32300"
"TENNIS GIRLS VARSITY","Girls","EBC/Bushwick Leaders","F","PSAL",5719.69,498,"Brooklyn","32K545","32300"
"VOLLEYBALL GIRLS VARSITY","Girls","EBC/Bushwick Leaders","F","PSAL",7447.78,498,"Brooklyn","32K545","32300"
"BASKETBALL BOYS MULTIPLE PATHWAYS LEAGUE","Boys","Edward A Reynolds West Side                       ","W","MPL",10083.6,500,"Manhattan","03M505","03520"
"BASKETBALL GIRLS MULTIPLE PATHWAYS LEAGUE","Girls","Edward A Reynolds West Side                       ","S","MPL",10459.26,500,"Manhattan","03M505","03520"
"SOFTBALL COED MULTIPLE PATHWAYS LEAGUE","Coed","Edward A Reynolds West Side                       ","S","MPL",8180.7,500,"Manhattan","03M505","03520"
"VOLLEYBALL GIRLS MULTIPLE PATHWAYS LEAGUE","Girls","Edward A Reynolds West Side                       ","F","MPL",6493.59,500,"Manhattan","03M505","03520"
"BADMINTON BOYS VARSITY","Boys","Edward R. Murrow High School","F","PSAL",5965.74,3789,"Brooklyn","21K525","21565"
"BADMINTON GIRLS VARSITY","Girls","Edward R. Murrow High School","S","PSAL",5819.87,3789,"Brooklyn","21K525","21565"
"BOWLING BOYS VARSITY","Boys","Edward R. Murrow High School","F","PSAL",5697.4,3789,"Brooklyn","21K525","21565"
"CROSS COUNTRY GIRLS","Girls","Edward R. Murrow High School","F","PSAL",6161.29,3789,"Brooklyn","21K525","21565"
"GOLF COED VARSITY","Coed","Edward R. Murrow High School","S","PSAL",5777.33,3789,"Brooklyn","21K525","21565"
"SOCCER GIRLS JR. VARSITY","Girls","Edward R. Murrow High School","S","PSAL",6705.19,3789,"Brooklyn","21K525","21565"
"SOCCER GIRLS VARSITY","Girls","Edward R. Murrow High School","F","PSAL",9626.43,3789,"Brooklyn","21K525","21565"
"TABLE TENNIS BOYS VARSITY","Boys","Edward R. Murrow High School","W","PSAL",5725.6,3789,"Brooklyn","21K525","21565"
"TABLE TENNIS GIRLS VARSITY","Girls","Edward R. Murrow High School","W","PSAL",5682.89,3789,"Brooklyn","21K525","21565"
"VOLLEYBALL BOYS VARSITY","Boys","Edward R. Murrow High School","S","PSAL",7530.71,3789,"Brooklyn","21K525","21565"
"VOLLEYBALL GIRLS VARSITY","Girls","Edward R. Murrow High School","F","PSAL",7447.78,3789,"Brooklyn","21K525","21565"
"WRESTLING BOYS VARSITY","Boys","Edward R. Murrow High School","W","PSAL",9242.15,3789,"Brooklyn","21K525","21565"
"WRESTLING GIRLS VARSITY","Girls","Edward R. Murrow High School","S","PSAL",9242.15,3789,"Brooklyn","21K525","21565"
"BASEBALL BOYS VARSITY","Boys","Eleanor Roosevelt High School","S","PSAL",12672.16,541,"Manhattan","02M416","02563"
"BASKETBALL BOYS VARSITY","Boys","Eleanor Roosevelt High School","W","PSAL",14011.52,541,"Manhattan","02M416","02563"
"BASKETBALL GIRLS VARSITY","Girls","Eleanor Roosevelt High School","W","PSAL",14033.29,541,"Manhattan","02M416","02563"
"CROSS COUNTRY GIRLS","Girls","Eleanor Roosevelt High School","F","PSAL",6161.29,541,"Manhattan","02M416","02563"
"FLAG FOOTBALL GIRLS VARSITY","Girls","Eleanor Roosevelt High School","S","PSAL",6744.26,541,"Manhattan","02M416","02563"
